regno,inc_total2014,exp_vol2014,exp_total2014,employees2014,volunteers2014,yrl2014,inc_total2015,exp_vol2015,exp_total2015,employees2015,volunteers2015,yrl2015,charityid,outcome,frlevystatus,_mfrlevy,frid,regtype,_mfrscrape,paid,thresh,zoom,vertical
259480,3387708,268361,2026031,43,109,364,3535956,308208,2430096,46,101,364,259480,P,P,matched (3),id=0015800000XLSEaAAP,Levy Payer,matched (3),1,1,2,100000
259483,899145,265384,680469,14,55,364,804294,198742,770660,14,52,364,259483,P,P,matched (3),id=0015800000XLSElAAP,Levy Payer,matched (3),1,1,2,100000
259558,2543776,307618,2732064,55,700,364,2704000,619000,2709553,64,50,364,259558,P,P,matched (3),id=0015800000XLSDDAA5,Levy Payer,matched (3),1,1,2,100000
259649,7041505,2055319,5787180,159,2500,364,7370146,2516500,6045197,172,2600,364,259649,P,P,matched (3),,,master only (1),1,1,2,100000
261009,21967000,119000,20791000,581,11523,364,16743000,216000,17686000,486,10941,364,261009,P,P,matched (3),id=0015800000YlHUKAA3,Levy Payer,matched (3),1,1,1,100000
261017,218430000,67896000,221509000,1384,25000,364,230211000,65579000,240491000,1570,25500,364,261017,P,P,matched (3),id=0015800000OJS1pAAH,Levy Payer,matched (3),1,1,2,100000
261383,7860108,265442,7803025,61,154,364,9474556,239798,5524604,55,142,364,261383,P,P,matched (3),id=0015800000XLSEjAAP,Levy Payer,matched (3),1,1,2,100000
261403,510066,48502,712151,3,1,364,556766,27888,861968,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
261430,2661985,281333,2582812,37,79,364,3481073,336995,3042184,46,97,364,261430,N,N,matched (3),,,master only (1),0,1,2,100000
261476,4236368,4538,2997070,81,114,364,3315240,5866,3209572,82,120,364,,,,master only (1),,,master only (1),0,0,0,100000
261488,4366951,469536,4371156,17,7,364,5695704,222317,5235960,11,6,364,,,,master only (1),id=0015800000YlAiuAAF,FR Registered Charity,matched (3),1,1,2,100000
261898,3510890,13982,3180932,55,152,364,3862190,62523,3083658,65,160,364,,,,master only (1),,,master only (1),0,0,0,100000
261994,807543,2558,796547,13,12,364,684406,32466,689713,12,14,364,,,,master only (1),,,master only (1),0,0,0,100000
262119,567365,11259,721378,19,9,364,572949,18579,782328,23,8,364,,,,master only (1),,,master only (1),0,0,0,100000
262158,4177985,57150,4573261,65,131,364,4922469,209601,4763489,67,127,364,,,,master only (1),id=0015800000YlMetAAF,FR Registered Charity,matched (3),1,0,0,100000
262191,1461396,403316,1283646,23,5,364,1801992,413369,1515091,23,4,364,262191,P,P,matched (3),id=0015800000XLSA4AAP,Levy Payer,matched (3),1,1,2,100000
262277,806579,282789,498455,12,0,364,846103,276330,445033,11,100,364,262277,P,P,matched (3),id=0015800000XLSE2AAP,Levy Payer,matched (3),1,1,2,100000
262481,2078337,90788,1846268,27,500,364,1513321,8589,1474057,31,500,303,,,,master only (1),,,master only (1),0,0,0,100000
262548,3117757,27338,3150234,44,0,364,3206534,51226,3296874,45,0,364,,,,master only (1),,,master only (1),0,0,0,100000
262777,3074000,148000,2346000,65,1300,364,3712000,110000,2527000,63,1300,364,262777,P,P,matched (3),id=0015800000YlO91AAF,Levy Payer,matched (3),1,1,1,100000
263198,1197270,37470,1206478,14,0,364,1097360,27654,1154366,13,0,364,,,,master only (1),,,master only (1),0,0,0,100000
263446,2047295,104913,1997114,48,45,364,1896644,94823,1934635,48,37,364,263446,P,P,matched (3),id=0015800000YlVIcAAN,Levy Payer,matched (3),1,1,1,100000
263515,1172833,4998,1080448,30,260,364,1057595,0,1084714,29,260,364,,,,master only (1),,,master only (1),0,0,0,100000
263617,1143899,172894,1270945,15,320,364,1223506,0,1117545,19,315,364,,,,master only (1),,,master only (1),0,1,1,100000
263710,57540000,10281000,59845000,1122,1719,364,69565000,9181000,59815000,1106,1200,364,263710,P,P,matched (3),id=0015800000OJS2IAAX,Levy Payer,matched (3),1,1,2,100000
263954,4185744,44583,3715198,196,50,364,4404258,59100,3845400,197,54,364,,,,master only (1),,,master only (1),0,0,0,100000
263960,25012000,96000,10111000,0,0,364,21661000,0,11821000,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
264078,3367932,44647,3242106,0,456,364,3008066,38279,3051162,0,416,364,,,,master only (1),,,master only (1),0,0,0,100000
264139,750356,35792,480467,3,0,364,837101,0,534117,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
264140,1426801,7991,1663437,16,36,364,1481601,12524,1512262,16,25,364,,,,master only (1),,,master only (1),0,0,0,100000
264166,8669250,173493,8013855,313,173,364,9432708,198603,8584612,336,205,364,264166,P,P,matched (3),id=0015800000YlVIeAAN,Levy Payer,matched (3),1,1,1,100000
264221,1243072,31388,1066652,9,34,364,641057,28789,609401,10,46,364,,,,master only (1),,,master only (1),0,0,0,100000
264278,922942,15469,816228,6,79,364,782337,17363,952353,6,40,364,,,,master only (1),,,master only (1),0,0,0,100000
264289,263964000,5053000,297787000,1457,500,364,298319000,5701000,302210000,1496,500,364,,,,master only (1),,,master only (1),0,1,2,100000
264501,7748169,104102,6618122,139,920,364,7344987,132571,7363891,150,900,364,264501,P,P,matched (3),id=0015800000Yl7JDAAZ,Levy Payer,matched (3),1,1,1,100000
264673,573320,10621,564032,6,50,364,622515,54091,659955,7,40,364,,,,master only (1),,,master only (1),0,0,0,100000
264713,20219000,249000,20028000,677,498,364,22124000,396000,21672000,715,543,364,264713,P,P,matched (3),id=0015800000XLSFfAAP,Levy Payer,matched (3),1,1,2,100000
264803,543874,5826,326034,0,5,364,688446,7252,310306,1,0,364,,,,master only (1),,,master only (1),0,0,0,100000
264809,916668,117930,1448078,24,193,364,671257,186141,1223394,17,150,364,,,,master only (1),,,master only (1),0,1,1,100000
264818,32435000,5128000,29467000,538,1600,364,35058000,5591000,31022000,571,618,364,264818,P,P,matched (3),id=0015800000OJS2mAAH,Levy Payer,matched (3),1,1,2,100000
264824,1103960,181890,973722,42,12,364,1162339,86780,952468,31,11,364,264824,N,N,matched (3),,,master only (1),0,1,1,100000
264839,1653762,132337,1943073,34,50,364,1855299,126866,1553548,19,0,364,,,,master only (1),,,master only (1),0,1,1,100000
264873,12053497,3453,11619365,127,0,364,11598477,3235,11032946,137,0,364,,,,master only (1),,,master only (1),0,0,0,100000
264885,973246,112135,1091405,7,20,364,976407,95759,950712,7,0,364,,,,master only (1),,,master only (1),0,1,1,100000
264894,690514,36849,688661,16,22,364,936545,40249,743609,18,49,364,,,,master only (1),,,master only (1),0,0,0,100000
265139,1444859,227727,1448710,7,0,364,1073634,255741,1567734,7,20,364,265139,P,P,matched (3),id=0015800000XLSGYAA5,Levy Payer,matched (3),1,1,2,100000
265239,3009116,622403,3151505,46,80,364,3151967,743781,3055752,59,21,364,265239,P,P,matched (3),id=0015800000ReNFjAAN,Levy Payer,matched (3),1,1,2,100000
265249,76992000,232000,76784000,2620,25,364,77206000,172000,76729000,2676,25,364,265249,P,P,matched (3),id=0015800000XLSGJAA5,Levy Payer,matched (3),1,1,2,100000
265331,893505,14792,276039,2,15,364,561356,24239,908946,2,300,364,,,,master only (1),,,master only (1),0,0,0,100000
265464,59372000,4870000,62324000,1139,3200,364,62206000,5650000,63937000,1171,3600,364,265464,P,P,matched (3),id=0015800000H326eAAB,Levy Payer,matched (3),1,1,2,100000
265498,1216120,184938,1265441,12,200,364,976809,188068,1322389,12,200,364,265498,P,P,matched (3),id=0015800000YlHXCAA3,Levy Payer,matched (3),1,1,1,100000
265543,242004000,590000,228572000,10306,0,364,266297000,1017000,255611000,12426,0,364,265543,P,P,matched (3),id=0015800000ReNG7AAN,Levy Payer,matched (3),1,1,2,100000
265656,1888930,24239,1998079,66,109,364,2293360,24813,2190382,25,110,364,,,,master only (1),,,master only (1),0,0,0,100000
265755,1183430,474655,1283610,32,20,364,1447236,0,1547397,42,7,364,,,,master only (1),,,master only (1),0,1,2,100000
266128,1579190,90253,1611989,31,26,364,2167369,104608,2285301,46,0,455,,,,master only (1),,,master only (1),0,0,0,100000
266202,3504837,549791,3491373,53,1300,364,2967531,387989,3048425,50,750,364,266202,P,P,matched (3),id=0015800000ReNGnAAN,Levy Payer,matched (3),1,1,2,100000
266260,1074514,21048,405138,2,85,364,971806,34069,387646,3,90,364,,,,master only (1),,,master only (1),0,0,0,100000
266318,2303151,51353,1762691,33,37,364,2334547,44117,1969392,37,40,364,,,,master only (1),,,master only (1),0,0,0,100000
266780,1026787,18391,1669198,6,0,364,1557882,30663,1512472,6,0,364,,,,master only (1),,,master only (1),0,0,0,100000
266813,4922435,3575,5656165,60,100,364,6004165,503,6221816,70,100,364,,,,master only (1),,,master only (1),0,0,0,100000
266916,22017000,798000,21179000,363,500,364,23039000,769000,22737000,397,500,364,266916,P,P,matched (3),id=0015800000ReNB3AAN,Levy Payer,matched (3),1,1,2,100000
266983,3753000,144000,3750000,19,3000,364,4025000,134000,3408000,22,3331,364,266983,P,P,matched (3),id=0015800000YlHRHAA3,Levy Payer,matched (3),1,1,1,100000
267021,3882082,123211,3188325,16,3,364,3827225,141631,3753089,18,1,364,267021,P,P,matched (3),id=0015800000YlRJfAAN,Levy Payer,matched (3),1,1,1,100000
267026,981126,221245,873840,8,30,364,1035921,210824,899663,8,50,364,,,,master only (1),,,master only (1),0,1,2,100000
267037,2936456,919991,1260920,8,100,364,2567058,1088686,1439222,9,150,364,267037,N,N,matched (3),,,master only (1),0,1,2,100000
267116,6053939,48616,6206831,158,50,364,6371927,117546,6430745,186,50,364,,,,master only (1),id=0015800000Yl9jFAAR,FR Registered Charity,matched (3),1,0,0,100000
267234,5150502,1399537,5130176,60,6,364,5390952,1338142,5311628,60,3,364,,,,master only (1),,,master only (1),0,1,2,100000
267426,1180523,26488,1279045,30,0,364,1588934,26830,1503251,34,0,364,,,,master only (1),,,master only (1),0,0,0,100000
267444,1168083,51838,1146255,20,11,364,1731634,63759,1131781,20,6,364,,,,master only (1),,,master only (1),0,0,0,100000
267523,690766,2723,616038,6,2,364,884754,1716,1051658,6,1,364,,,,master only (1),,,master only (1),0,0,0,100000
267779,586732,20177,469857,3,50,364,610627,22667,521010,3,50,364,,,,master only (1),,,master only (1),0,0,0,100000
268048,619260,1067,639218,12,20,364,633683,4004,693064,15,20,364,,,,master only (1),,,master only (1),0,0,0,100000
268154,1091956,32926,1071271,17,90,364,996821,44003,1148634,14,80,364,,,,master only (1),,,master only (1),0,0,0,100000
268218,2004435,39398,3312660,40,80,364,2225661,39110,1757936,39,148,364,,,,master only (1),id=0015800000Yl2ixAAB,FR Registered Charity,matched (3),1,0,0,100000
268369,418213000,403000,406991000,446,0,364,466932000,449000,448184000,475,0,364,,,,master only (1),id=0015800000XLSA5AAP,Levy Payer,matched (3),0,1,2,100000
268494,589576,45295,520196,0,20,364,560338,35563,477512,0,20,364,,,,master only (1),,,master only (1),0,0,0,100000
268502,8836000,421000,7498000,144,10,364,6432000,407000,8127000,127,10,364,268502,P,P,matched (3),id=0015800000XLS9TAAX,Levy Payer,matched (3),1,1,2,100000
268547,710562,51677,756139,8,0,364,742629,0,756404,8,0,364,,,,master only (1),,,master only (1),0,0,0,100000
268876,7544585,261069,7551930,49,0,364,7627559,184265,7270153,51,0,364,268876,P,P,matched (3),id=0015800000XLSEyAAP,Levy Payer,matched (3),1,1,2,100000
269167,3123763,9580,3088470,99,13,364,3344253,6247,3249843,107,10,364,,,,master only (1),id=0015800000YlRLoAAN,FR Registered Charity,matched (3),1,0,0,100000
269177,13645000,359000,12105000,297,1900,364,12967000,304000,12709000,298,1900,364,269177,P,P,matched (3),id=0015800000XLSBJAA5,Levy Payer,matched (3),1,1,2,100000
269425,98317000,2652000,94075000,2777,1500,364,95755000,2956000,92751000,2781,2100,364,269425,P,P,matched (3),id=0015800000QM6TPAA1,Levy Payer,matched (3),1,1,2,100000
269602,608979,54,549829,3,74,364,677695,17,548754,5,60,364,,,,master only (1),,,master only (1),0,0,0,100000
269640,1232812,225886,1226265,4,0,364,1571935,257899,1441760,4,0,364,,,,master only (1),,,master only (1),0,1,2,100000
269645,2075548,13739,2011817,55,8,364,2141475,15313,1874938,39,32,364,,,,master only (1),,,master only (1),0,0,0,100000
269668,4233138,97691,3692192,8,1000,364,4463363,67922,3676625,8,1000,364,,,,master only (1),id=0015800000YlKsKAAV,FR Registered Charity,matched (3),1,0,0,100000
269804,562116,485673,542419,6,40,364,735607,25641,552217,4,40,364,,,,master only (1),,,master only (1),0,1,2,100000
269971,2820899,2026676,2286320,0,283,364,2416385,0,2276058,287,287,364,,,,master only (1),,,master only (1),0,1,2,100000
270080,2566387,274546,2111443,28,1,364,1800225,108171,1932683,29,8,364,,,,master only (1),id=0015800000XLSEKAA5,Levy Payer,matched (3),0,1,2,100000
270157,2479968,20571,2855951,32,40,364,2610005,21497,2522754,31,40,364,,,,master only (1),,,master only (1),0,0,0,100000
270194,6008832,523655,5441431,123,616,364,5002813,545551,5626870,124,600,364,270194,P,P,matched (3),id=0015800000ReNHTAA3,Levy Payer,matched (3),1,1,2,100000
270288,1437735,146100,2597358,8,18,364,1391705,139972,2961797,8,14,364,270288,P,P,matched (3),id=0015800000YlKy6AAF,Levy Payer,matched (3),1,1,1,100000
270302,3243187,54954,3237178,47,0,364,3854370,70018,4048207,45,0,364,,,,master only (1),,,master only (1),0,0,0,100000
270659,3407108,82043,3306797,4,35,364,2199636,129116,2243167,3,40,364,,,,master only (1),id=0015800000YktjZAAR,FR Registered Charity,matched (3),1,0,0,100000
270693,1637567,43480,763534,0,0,364,3175498,43516,918790,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
270700,677626,88652,578691,26,10,364,685125,80599,623683,25,10,364,,,,master only (1),id=0015800000YlKe9AAF,FR Registered Charity,matched (3),1,0,0,100000
270733,1110479,21792,1082298,2,0,364,1580875,16844,1535612,2,0,364,,,,master only (1),,,master only (1),0,0,0,100000
271028,48475309,747005,48525403,1022,394,364,39095224,575022,38961368,915,350,364,271028,P,P,matched (3),id=0015800000ReNBbAAN,Levy Payer,matched (3),1,1,2,100000
271034,1127296,244861,483729,5,406,364,1811086,370749,787909,5,550,364,271034,N,N,matched (3),,,master only (1),0,1,2,100000
271097,732072,135147,357859,17,150,364,733883,136977,396493,17,250,364,,,,master only (1),,,master only (1),0,1,1,100000
271117,1300012,4295,1559207,73,0,364,1713904,4867,1667557,70,0,364,,,,master only (1),,,master only (1),0,0,0,100000
271323,1286488,162847,1381036,29,4,364,1141169,191205,1205991,24,4,364,271323,P,P,matched (3),id=0015800000YkwlAAAR,Levy Payer,matched (3),1,1,1,100000
271349,800024,74754,780329,1,0,364,1016506,76257,929603,1,0,364,,,,master only (1),,,master only (1),0,0,0,100000
271519,4938484,536139,4829740,105,50,364,5088811,629931,5043141,118,120,364,271519,P,P,matched (3),id=0015800000ReNH6AAN,Levy Payer,matched (3),1,1,2,100000
271538,743470,3354,550259,33,25,364,675419,9082,510579,33,25,364,,,,master only (1),,,master only (1),0,0,0,100000
271589,525054,64042,537902,11,60,364,555675,0,512714,9,60,364,,,,master only (1),,,master only (1),0,0,0,100000
271602,13274435,9446,5064498,0,0,211,2263503,0,7844816,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
271765,1094022,42721,1094349,3,0,364,1103575,43211,1106174,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
271976,1483536,23076,402981,7,25,364,1988973,1498,384532,5,38,364,,,,master only (1),,,master only (1),0,0,0,100000
272071,1398704,191539,1047195,8,419,364,1329404,39971,1110442,9,200,364,,,,master only (1),,,master only (1),0,1,1,100000
272258,1205523,101454,556673,5,200,364,576805,130486,765190,6,200,364,272258,P,P,matched (3),id=0015800000YlL1JAAV,Levy Payer,matched (3),1,1,1,100000
272279,1891875,69467,1711977,5,4,364,2325292,74615,2296142,6,0,364,,,,master only (1),,,master only (1),0,0,0,100000
272465,23182149,566313,22330588,581,46,364,19252682,519488,18460490,613,43,364,272465,P,P,matched (3),,,master only (1),1,1,2,100000
272565,1291491,907,1165879,18,6,364,1367256,0,1527361,19,0,364,,,,master only (1),,,master only (1),0,0,0,100000
272616,1421073,30222,1327551,16,300,364,1462753,34261,1233553,16,300,364,,,,master only (1),,,master only (1),0,0,0,100000
272619,10389644,1034769,10590211,225,200,364,10854494,1284429,10794593,210,261,364,272619,P,P,matched (3),id=0015800000QM6VyAAL,Levy Payer,matched (3),1,1,2,100000
272671,992968,358568,741641,0,0,364,2369000,538000,1321000,4,0,364,272671,P,P,matched (3),id=0015800000XLSBLAA5,Levy Payer,matched (3),1,1,2,100000
272761,2169773,1872,2205314,33,151,364,2870589,1857,2768954,34,301,364,,,,master only (1),,,master only (1),0,0,0,100000
272796,859008,33888,885371,22,0,364,943878,0,889439,23,0,364,,,,master only (1),,,master only (1),0,0,0,100000
272818,697833,60009,698932,0,0,364,540290,2932,346837,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
272905,2576267,7085,2457783,76,19,364,2408159,3133,2564905,79,16,364,,,,master only (1),,,master only (1),0,0,0,100000
273130,694366,386118,390949,26,50,364,739772,361521,368702,26,50,364,,,,master only (1),,,master only (1),0,1,2,100000
273147,1109363,8706,1213230,40,0,364,1084866,6356,1088066,37,0,364,,,,master only (1),,,master only (1),0,0,0,100000
273219,1075657,21228,1050824,102,11,364,1181548,30947,1013808,82,12,364,,,,master only (1),,,master only (1),0,0,0,100000
273434,1861494,6132,1717037,86,30,364,1760043,5016,1701548,92,30,364,,,,master only (1),,,master only (1),0,0,0,100000
273586,5340000,15000,4874000,85,35,364,5234000,-24000,5188000,84,39,364,,,,master only (1),,,master only (1),0,0,0,100000
273596,849665,40898,911473,3,75,364,787890,1495,710272,8,102,364,,,,master only (1),,,master only (1),0,0,0,100000
273795,2199060,5960,1883722,5,0,364,2229173,0,2076724,4,0,364,,,,master only (1),,,master only (1),0,0,0,100000
273860,3529351,1359,3529351,0,0,364,3482696,1618,3482696,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
273924,2749521,70936,1796350,54,1,364,2240933,70890,1779101,50,0,364,,,,master only (1),,,master only (1),0,0,0,100000
273984,843224,179742,835821,11,4,364,729109,122094,751272,10,4,364,,,,master only (1),,,master only (1),0,1,1,100000
274166,5288733,22208,5322012,120,0,364,5268005,26250,5249931,127,0,364,,,,master only (1),,,master only (1),0,0,0,100000
274403,15220953,170733,15273911,251,120,364,3568514,0,3739842,239,120,364,,,,master only (1),,,master only (1),0,1,1,100000
274467,62791000,7237000,63344000,165,37,364,65331000,9299000,63469000,188,15,364,274467,P,P,matched (3),id=0015800000OJS2TAAX,Levy Payer,matched (3),1,1,2,100000
274605,6993000,4860000,5174000,0,4,364,5328000,0,4048000,0,4,364,,,,master only (1),,,master only (1),0,1,2,100000
274664,10300723,9767,9481303,145,10,364,10783012,14942,9603825,150,16,364,,,,master only (1),,,master only (1),0,0,0,100000
274681,897347,89869,1126730,12,0,364,1012764,94956,996084,12,9,364,,,,master only (1),,,master only (1),0,0,0,100000
274697,681148,36102,637178,7,15,364,712159,29027,657651,7,5,364,,,,master only (1),,,master only (1),0,0,0,100000
274755,522723,39916,554495,7,2,364,567991,58327,590997,8,4,364,,,,master only (1),,,master only (1),0,0,0,100000
274779,547129,59051,498660,8,600,364,745323,31277,637725,11,600,364,,,,master only (1),,,master only (1),0,0,0,100000
274803,712568,17384,737366,10,10,364,656572,11138,664344,10,20,364,,,,master only (1),,,master only (1),0,0,0,100000
274942,530360,168638,247896,0,100,364,867500,426387,786814,0,150,364,274942,P,P,matched (3),id=0015800000YlXhWAAV,Levy Payer,matched (3),1,1,1,100000
275061,1058180,20698,1121021,32,40,364,954082,46006,833517,27,10,364,,,,master only (1),,,master only (1),0,0,0,100000
275119,7653348,329770,6598730,71,350,364,7861000,0,6568000,67,450,364,,,,master only (1),,,master only (1),0,1,2,100000
275183,558956,238,546273,31,15,364,604370,1245,646039,29,16,364,,,,master only (1),,,master only (1),0,0,0,100000
275242,591865,54860,249490,3,10,364,915721,60469,338893,4,5,364,,,,master only (1),,,master only (1),0,0,0,100000
275433,9643216,255856,8747591,254,204,364,9961540,316960,9305544,257,206,364,275433,N,N,matched (3),,,master only (1),0,1,2,100000
275489,1223275,36363,1112081,9,80,364,1574874,0,1335519,11,45,364,,,,master only (1),,,master only (1),0,0,0,100000
275637,891431,36353,862919,5,60,364,1039965,41073,1089102,3,60,364,,,,master only (1),,,master only (1),0,0,0,100000
275745,10376919,602852,10445520,214,1120,364,10782371,653640,11535887,231,1124,364,275745,P,P,matched (3),id=0015800000ReNFzAAN,Levy Payer,matched (3),1,1,2,100000
275776,955896,1127,627547,10,300,364,869490,1505,755750,9,350,364,,,,master only (1),,,master only (1),0,0,0,100000
275796,2286331,8069,2441957,30,48,364,2016484,3807,2045025,31,27,364,,,,master only (1),id=0015800000YlYD4AAN,FR Registered Charity,matched (3),1,0,0,100000
275913,10845000,1319000,9693000,195,800,364,10590000,1467000,10391000,283,800,364,275913,C,C,matched (3),id=0015800000QM6V6AAL,Levy Payer,matched (3),0,1,2,100000
275936,10369021,308496,10498423,248,800,364,11034488,358894,10591210,235,700,364,275936,P,P,matched (3),id=0015800000XLSD9AAP,Levy Payer,matched (3),1,1,2,100000
275961,3708967,26006,4107335,50,34,364,3817380,338610,3913378,47,32,364,,,,master only (1),,,master only (1),0,0,0,100000
276035,63170000,9208000,63479000,163,30,364,80442000,9652000,71266000,177,25,364,276035,P,P,matched (3),id=0015800000OJS2JAAX,Levy Payer,matched (3),1,1,2,100000
276172,2779709,184725,2713779,79,17,364,2944822,190814,2919722,203,45,364,276172,P,P,matched (3),id=0015800000YlZw0AAF,Levy Payer,matched (3),1,1,1,100000
276203,718416,18680,449505,2,0,364,518397,1184,571970,2,0,364,,,,master only (1),,,master only (1),0,0,0,100000
276669,2239385,15102,2121732,70,122,364,2259835,7339,2147116,42,200,364,,,,master only (1),,,master only (1),0,0,0,100000
276892,4457014,108094,3095293,34,1,364,3607334,99128,3493750,34,0,364,276892,P,P,matched (3),id=0015800000YlVmPAAV,Levy Payer,matched (3),1,1,1,100000
276940,974220,52900,978405,8,145,364,971332,50976,957405,8,134,364,,,,master only (1),,,master only (1),0,0,0,100000
276943,1549870,6410,1727248,36,35,364,1684820,6304,1718903,41,31,364,,,,master only (1),,,master only (1),0,0,0,100000
277221,545775,30286,697192,6,45,364,609784,4009,656176,7,40,364,,,,master only (1),,,master only (1),0,0,0,100000
277287,1187498,131333,1123605,39,300,364,1326342,140089,1279642,51,347,364,,,,master only (1),,,master only (1),0,1,1,100000
277424,11099596,387566,9867624,169,98,364,10148011,650760,10183522,156,89,364,277424,P,P,matched (3),id=0015800000XLSAOAA5,Levy Payer,matched (3),1,1,2,100000
277570,1454922,209617,1622222,40,150,364,1736537,200811,1443835,35,236,364,277570,N,N,matched (3),,,master only (1),0,1,2,100000
277723,10699633,102573,11123172,62,30,364,13501943,60059,14268458,65,41,364,,,,master only (1),,,master only (1),0,1,1,100000
277810,3812760,228077,3637714,47,145,364,3522745,253266,3294726,59,145,364,277810,P,P,matched (3),id=0015800000XLSGWAA5,Levy Payer,matched (3),1,1,2,100000
277825,915481,33644,749672,3,0,364,612897,49435,590298,3,0,364,,,,master only (1),,,master only (1),0,0,0,100000
277833,898044,712892,766896,17,0,364,1015475,861506,879031,17,0,364,,,,master only (1),,,master only (1),0,1,2,100000
277844,1498491,8497,1548913,0,0,364,1706312,0,1422957,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
277981,2689400,56300,2820500,34,500,364,2430700,55800,2568200,20,500,364,,,,master only (1),,,master only (1),0,0,0,100000
278173,1556894,44817,1500168,49,3,364,1605587,10434,1636829,41,5,364,,,,master only (1),,,master only (1),0,0,0,100000
278257,552940,2933,935877,9,6,364,830790,0,917985,10,0,364,,,,master only (1),,,master only (1),0,0,0,100000
278518,6226381,367806,3394511,56,15,364,5456007,230097,3599105,56,22,364,,,,master only (1),,,master only (1),0,1,2,100000
278720,1918798,6589,1413344,44,439,364,1780813,987,1168039,28,556,364,,,,master only (1),,,master only (1),0,0,0,100000
278722,590022,68695,609214,15,400,364,639887,55304,660349,24,550,364,,,,master only (1),,,master only (1),0,0,0,100000
278742,5585640,75496,6078565,37,0,364,6329957,298396,6131384,65,0,364,,,,master only (1),,,master only (1),0,0,0,100000
278979,880004,30129,996318,15,45,364,741543,29510,993279,14,48,364,,,,master only (1),,,master only (1),0,0,0,100000
279057,77217000,66000,69771000,427,21500,364,88242000,39000,82580000,449,17987,364,,,,master only (1),,,master only (1),0,0,0,100000
279184,1389545,149185,1385521,18,70,364,1645107,152481,1565828,18,2,364,279184,N,N,matched (3),,,master only (1),0,1,1,100000
279228,1105600,91297,1012233,13,300,548,935776,90380,909697,22,280,364,,,,master only (1),,,master only (1),0,0,0,100000
279265,674236,7651,658848,21,40,364,743052,13835,710863,21,0,364,,,,master only (1),,,master only (1),0,0,0,100000
279354,2967742,97377,2929862,11,39,364,2833606,103611,2561184,13,39,364,,,,master only (1),,,master only (1),0,0,0,100000
279376,1030342,7347,973674,36,32,364,1156790,17869,1103937,41,26,364,,,,master only (1),,,master only (1),0,0,0,100000
279473,10924084,634585,9659956,232,1000,364,10040843,665730,10809031,244,1200,364,279473,P,P,matched (3),id=0015800000ReNCtAAN,Levy Payer,matched (3),1,1,2,100000
279714,850943,139606,894554,7,50,364,934369,117003,852621,7,44,364,279714,P,P,matched (3),id=0015800000Yl9mOAAR,Levy Payer,matched (3),1,1,1,100000
279756,12030000,91000,14076000,232,316,364,12813000,98000,14695000,270,314,364,,,,master only (1),,,master only (1),0,0,0,100000
279859,2078959,65592,2177197,36,67,364,2205629,90070,2120806,27,87,364,,,,master only (1),id=0015800000YlJtwAAF,FR Registered Charity,matched (3),1,0,0,100000
279884,26836000,315000,26502000,206,0,364,23654000,296000,24257000,203,0,364,279884,P,P,matched (3),id=0015800000XLSCvAAP,Levy Payer,matched (3),1,1,2,100000
279962,718590,5621,691432,24,1,364,667276,4514,620367,12,2,364,,,,master only (1),,,master only (1),0,0,0,100000
280093,7380000,515000,6284000,135,900,364,7677000,572000,7212000,156,890,364,280093,P,P,matched (3),id=0015800000ReNHdAAN,Levy Payer,matched (3),1,1,2,100000
280104,578697,10500,331249,0,0,364,999469,14207,78774,0,0,364,,,,master only (1),,,master only (1),0,0,0,100000
280276,7944590,701236,6968596,160,750,364,8638724,785990,8151108,193,1070,364,280276,P,P,matched (3),id=0015800000ReNCAAA3,Levy Payer,matched (3),1,1,2,100000
280278,717631,37155,607538,17,20,364,968115,36536,767124,21,25,364,,,,master only (1),id=0015800000YlKxFAAV,FR Registered Charity,matched (3),1,0,0,100000
280339,1159041,8553,1153217,45,0,364,1179324,8573,1207118,45,0,364,,,,master only (1),,,master only (1),0,0,0,100000
280422,2384024,241606,2046296,31,800,364,2181034,286149,2205445,34,800,364,280422,P,P,matched (3),id=0015800000XLSG0AAP,Levy Payer,matched (3),1,1,2,100000
280437,793510,117142,793730,10,755,364,728934,82359,730541,8,772,364,280437,P,P,matched (3),id=0015800000Yl5OLAAZ,Levy Payer,matched (3),1,1,1,100000
280577,2002113,180041,1982011,26,250,364,2026167,212526,2083734,27,260,364,280577,P,P,matched (3),id=0015800000YkyiGAAR,Levy Payer,matched (3),1,1,1,100000
280681,9988531,2736834,8924654,217,1400,364,9076730,0,9350041,237,1200,364,280681,P,P,matched (3),id=0015800000QM6TLAA1,Levy Payer,matched (3),1,1,2,100000
280825,6533000,482000,5909000,116,1000,364,5847000,472000,6453000,117,1000,364,280825,P,P,matched (3),id=0015800000XLS7sAAH,Levy Payer,matched (3),1,1,2,100000
280852,6969015,259967,6931180,77,20,364,7018176,183136,7042980,77,0,364,280852,P,P,matched (3),id=0015800000XLSF3AAP,Levy Payer,matched (3),1,1,2,100000
